row hash,your role recoded,orgtype: Charitable trust,orgtype: Incorporated society,orgtype: Voluntary organisation,orgtype: māori,orgtype: faith,orgtype: philanthropic,orgtype:other,paid staff,volunteers,income,service type,service type other,international?,region: All of Aotearoa New Zealand,region: All of North Island,region: All of South Island,region: Northland,region: Auckland,region: Waikato,region: Bay of Plenty,region: Gisborne,region: Hawke's Bay,region: Taranaki,region: Manawatu-Wanganui,region: Wellington,region: Tasman-Nelson-Marlborough,region: West Coast,region: Canterbury,region: Otago,region: Southland,ethnic: General (no ethnic-specific focus),ethnic: New Zealand European,ethnic: māori,ethnic: Samoan,ethnic: Cook Island Māori,ethnic: Tongan,ethnic: Niuean,ethnic: Chinese,ethnic: Indian,ethnic: MELA,ethnic: Other,revenue affect,lost revenue (est),Reduction Standardised,gained revenue (est),Increase standardised,service delivery affect,service delivery affect reasons,service delivery change,service delivery change description,funding reserve,challenges: Ensuring sufficient revenue to maintain viability,challenges: Being able to pay our staff,challenges: Changing our service provision to meet public health criteria,challenges: Meeting the needs of the people we support,challenges: Ensuring our staff and volunteers are well supported,challenges: Developing new service offerings,challenges: Loss of volunteers,challenges: Meeting the levels of work required,challenges: Other (please specify),opportunities: Increasing our volunteer base,opportunities: Improving our profile,opportunities: Greater appreciation for and recognition of our work,opportunities: New ways of connecting with funders and/or supporters,opportunities: Working closer with other organisations for a common good,opportunities: New ways of connecting with those using our services,opportunities: New service offerings,opportunities: Faster decision-making,opportunities: Longer contracts or funding agreements,opportunities: More flexibility in contracts or funding agreements,opportunities: Stronger sense of community or common values,opportunities: Increasing our funding,opportunities: Ability to move quickly,opportunities: Better business continuity planning,opportunities: Options around where and how we work,opportunities: Other (please specify),priorities and concerns,staff: Reduce staff numbers,staff: Reduce staff wages and salaries,staff: Reduce volunteer support,staff: Increase staff,staff: Increase volunteer support,staff: Not applicable,staff: Other (please specify),service delivery: Cut some services,service delivery: Seek new funding sources,service delivery: Deliver more remote online or phone services,service delivery: Develop new in-person service offerings,service delivery: Reduce service costs to users,service delivery: Increase service costs to users,service delivery: Change kaupapa,service delivery: Not applicable,service delivery: Other (please specify),support accessed: Government COVID-19 wage subsidy scheme,support accessed: Government COVID-19 small business cashflow loan scheme,support accessed: Other government funding responding to COVID-19,support accessed: New funding sources,support accessed: Voluntary support,support accessed: Donated goods and services,support accessed: Not applicable,support accessed: Other (please specify),other new ways,optimism,support needed: More volunteers,support needed: Advice on how you can operate within COVID-19 restrictions,support needed: HR support and advice,support needed: Digital technology,support needed: Legal obligations,support needed: Grant writing,support needed: Fundraising,support needed: Resources to manage volunteers,support needed: Governance,support needed: Leadership,support needed: Innovation and strategic advice,support needed: Marketing and communications,support needed: Other (please specify),sector changes: Collaboration between organisations,sector changes: Mergers of organisations,sector changes: Sector-wide leadership to provide voice and influence,sector changes: Strengthening financial and management knowledge/skills,sector changes: Strengthening governance knowledge/skills,sector changes: Access to information and data in one place,sector changes: Funding to cover salaries and operational costs,sector changes: Other (please specify),important learning,comments,share,"again: Yes, I am willing to be surveyed again","again: Yes, I am willing to be interviewed","again: Yes, I would like to see the survey results","again: No, I do not wish to be contacted"
b752936c1999365738ba3b69983c776abb9287dc,Board member/trustee,0,0,0,0,0,0,Trust,1-5 staff,1-5 volunteers,"Under $125,000",Education and research,,We work only in Aotearoa New Zealand,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,"We have had, or expect to have, a large reduction in revenue (decline of 20% to 49%)","15,000","$15,000.00 ",,,We have had to substantially cut back on our services because of COVID-19,Our services are event driven so have not been able to deliver them for last 3 months.,We have made some changes to how we deliver services because of COVID-19,"We had one online event, but as we are all about connections between people difficult to do that in a group setting on zoom. We will be running out next event in June but will need to be different ie seated rather than standing which will limit the connections people make.",We have sufficient funds to maintain staff and activity for two to three months,1,1,1,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,Contractors are only paid when we have sufficient funds (otherwise done on a volunteer basis). Reduced funding essentially will mean reduced services.,,,,,,,,Not applicable,,,,,,,,,Nothing at this stage. Not eligible for wage subsidy as contractors rather than staff.,no,5 Somewhat confident,,,,,,,,,,,,,,,,Sector-wide leadership to provide voice and influence,,,,Funding to cover salaries and operational costs,,,,Yes,"Yes, I am willing to be surveyed again",,"Yes, I would like to see the survey results",
b75533056c0df8fb95b820a1f04bb1cd38dfb6b9,Board member/trustee,0,0,1,0,0,0,,1-5 staff,More than 50 volunteers,"$125,000 to under $2 million",Community and social services,,We work only in Aotearoa New Zealand,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,"We have had, or expect to have, a very large reduction in revenue (decline of 50% or more)",,,,,We have had to substantially cut back on our services because of COVID-19,Not been meeting members because of the lockdown,,Zoom meeting,I'm not sure,1,0,1,1,1,0,1,1,,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,,,,,,,,Not applicable,,,,,,,,,Not applicable,,,,,,,,Not applicable,,held regular zoom meetings,6 Very confident,,Advice on how you can operate within COVID-19 restrictions,,Digital technology,,,Fundraising,,Governance,,Innovation and strategic advice,,,,,,Strengthening financial and management knowledge and skills in the sector,Strengthening governance knowledge and skills in the sector,,Funding to cover salaries and operational costs,,Taking care of ourselves keeping in touch with family and members,,Yes,,,,"No, I do not wish to be contacted"
b76d119712d5e18c6b017eab899e704538c87f6e,Board member/trustee,1,0,0,0,0,0,,1-5 staff,11-20 volunteers,"$125,000 to under $2 million",Disability services,,We work only in Aotearoa New Zealand,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,"We have had, or expect to have, a very large reduction in revenue (decline of 50% or more)","$600,000 ","$600,000.00 ",,,We have had to make moderate cuts to our services because of COVID-19,,We have made major changes to how we deliver services because of COVID-19,,We have sufficient funds to maintain staff and activity for more than one year,0,0,1,1,1,0,1,1,,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,,,Reduce staff numbers,,,,,,We had planned to add staff. This is now cancelled,Cut some services,Seek new funding sources,Deliver more remote online or phone services,,Reduce service costs to users,,"Change our organisation’s purpose, rules or approaches to allow for different activities",,,Government COVID-19 wage subsidy scheme,,,,,Donated goods and services,,,,6 Very confident,More volunteers,,,,,Grant writing,Fundraising,,,,,Marketing and communications,,Collaboration between organisations,,,Strengthening financial and management knowledge and skills in the sector,,,Funding to cover salaries and operational costs,,Address the issues promptly and calmly. Proactively plan for varying scenarios and fully involve all staff. the process of planning creates new ideas and creates transparency,,Yes,,,,
b78332944b26b88149b4a154b8b36f722ee6b364,Chief Executive or Executive Director,0,0,0,0,0,0,Unincorporated society,No paid staff,11-20 volunteers,"Under $125,000","Culture, arts and heritage",,We work only in Aotearoa New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,"We have had, or expect to have, a large reduction in revenue (decline of 20% to 49%)","Hard to put a figure on but all revenue from cancelled events and gigs. Less than $10,000 but still a lot for a small organisation","$5,000.00 ",,,We have had to substantially cut back on our services because of COVID-19,We could not do anything until we reached level 1 due to gathering restrictions.,We have not made any changes to how we deliver services,We couldn't operate at all until level 1 so there were no changes to make (except to literally not be able to do anything at all) from March - now.,We have sufficient funds to maintain staff and activity for six to 12 months,1,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Events still not going ahead now even though we are in level 1 as people are too worried they will have to cancel them again if we get new cases and end up going up the levels again.,,,,,,Not applicable,,,,,,,,,Not applicable,,,,,,,,Not applicable,,Working in isolation - but long-term due to what we do this is not useful or practical.,3 Slightly pessimistic,,,,,,Grant writing,Fundraising,,,,,Marketing and communications,,Collaboration between organisations,,,,,,,,That the public will not support many arts-related organisations in a digital context e.g. people will pay tickets for a gig but won't pay even $1 to watch a live stream - public perception of the value of the arts in a digital platform is that it not worth paying for :(,No.,Yes,,,,"No, I do not wish to be contacted"
b7994649842de1319cacef95186d4bbd2e530235,Chief Executive or Executive Director,1,0,0,0,0,0,,1-5 staff,11-20 volunteers,"$125,000 to under $2 million",,,We work only in Aotearoa New Zealand,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,"We have had, or expect to have, a large reduction in revenue (decline of 20% to 49%)",,,,,We have had to substantially cut back on our services because of COVID-19,,We have made some changes to how we deliver services because of COVID-19,,We have sufficient funds to maintain staff and activity for four to five months,1,1,1,1,1,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,,Funding is our key priority currently.,,Reduce staff wages and salaries,,,,,,Cut some services,,Deliver more remote online or phone services,Develop new in-person service offerings,,,,,,Government COVID-19 wage subsidy scheme,,,,,,,,,5 Somewhat confident,,,,Digital technology,,Grant writing,Fundraising,,,,,,,,,,,,,Funding to cover salaries and operational costs,,Zoom meetings and connecting digitally in general.,,Yes,,,"Yes, I would like to see the survey results",
b84bc1456426035f1db38cbbeb9d746838a37e9e,Administration/Coordination,1,0,0,0,0,0,,No paid staff,6-10 volunteers,"Under $125,000",Community and social services,,We work only in Aotearoa New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,"We have had, or expect to have, no change in revenue",,,,,We have had to make small cuts to our services because of COVID-19,COVID restrictions meant we were unable to carry out face to face visits with clients,We have made minor changes to how we deliver services because of COVID-19,Consultations by phone or Zoom,We have sufficient funds to maintain staff and activity for more than one year,0,0,1,1,1,0,1,1,,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,,Catch up of debriefing and planning work deferred due to COVID. Returning normal service to BAU.,,,,,,Not applicable,,Cut some services,,Deliver more remote online or phone services,,,,,,,,,,,,,Not applicable,,,6 Very confident,,,,Digital technology,,,,,Governance,Leadership,Innovation and strategic advice,Marketing and communications,,Collaboration between organisations,,Sector-wide leadership to provide voice and influence,,Strengthening governance knowledge and skills in the sector,Access to information and data in one place,,,Adaptability of our personnel,"The stresses on our rural industry are not so much directly because of COVID, but more due to the long term build up of stresses caused by the way COVID has affected our support industries, which has in turn placed pressure back on the rural sector by way of reduced service delivery.",Yes,"Yes, I am willing to be surveyed again","Yes, I am willing to be interviewed","Yes, I would like to see the survey results",
b8de1a39f82ac3e2d7aaf7bde99a3d42f7bf5eb0,Board member/trustee,0,0,1,0,0,0,,No paid staff,11-20 volunteers,"Under $125,000",Community and social services,,We work both in and outside of Aotearoa New Zealand,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,"We have had, or expect to have, a large reduction in revenue (decline of 20% to 49%)",3000,"$3,000.00 ",,,We have had to substantially cut back on our services because of COVID-19,Unable to do usual activities and fundraising,We have made major changes to how we deliver services because of COVID-19,Zoom meetings for admin and keeping in contact with members,I'm not sure,0,0,1,1,0,0,1,0,,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,Not applicable,,,,Deliver more remote online or phone services,,,,,,,,,,,,,Not applicable,,,6 Very confident,,,,,,,,,,,,Marketing and communications,,Collaboration between organisations,,Sector-wide leadership to provide voice and influence,,,,,,Importance of making personal contact with members,,Yes,"Yes, I am willing to be surveyed again",,,
b94850af6c4e46381225df3ad8184a70d0c51b27,Senior manager,0,0,0,0,1,0,,More than 50 staff,More than 50 volunteers,$2 million to under $30 million,Religion,,We work only in Aotearoa New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,"We have had, or expect to have, a moderate reduction in revenue (10-19% decline)","$200,000 ","$200,000.00 ",,,We have had to substantially cut back on our services because of COVID-19,,We have made major changes to how we deliver services because of COVID-19,On line services and working from home,We have sufficient funds to maintain staff and activity for more than one year,1,1,1,1,0,1,0,0,,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,,Funding and getting back to providing normal services,,,,,,,Applied for wage subsidy and started a pandemic support fund,Cut some services,,Deliver more remote online or phone services,,,,,,,Government COVID-19 wage subsidy scheme,,,,,,,,Working from home if need be and more on line processing of data,6 Very confident,,,HR support and advice,Digital technology,,,Fundraising,,Governance,Leadership,,,,,,Sector-wide leadership to provide voice and influence,Strengthening financial and management knowledge and skills in the sector,Strengthening governance knowledge and skills in the sector,Access to information and data in one place,,,The we are flexible and can make changes when pushed to do so.,,Yes,"Yes, I am willing to be surveyed again","Yes, I am willing to be interviewed",,
b96d01198eb00b94e3438938f500729ab39220c8,Board member/trustee,1,0,0,0,0,0,,No paid staff,1-5 volunteers,"Under $125,000",Religion,,We work only in Aotearoa New Zealand,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,"We have had, or expect to have, a moderate reduction in revenue (10-19% decline)","Possibly $12,000.00","$12,000.00 ",,,We have had to make moderate cuts to our services because of COVID-19,Donations,We have not made any changes to how we deliver services,,We have sufficient funds to maintain staff and activity for two to three months,1,0,0,1,1,1,0,1,,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,,Lack of Donations,,,,,,Not applicable,,,,,,,,,Not applicable,,,,,,,,Not applicable,,,4 Slightly confident,,,,,,,,,Governance,,,,,Collaboration between organisations,,Sector-wide leadership to provide voice and influence,,,,,,How fragile funds are,,Yes,"Yes, I am willing to be surveyed again",,"Yes, I would like to see the survey results",
b974d07807014e05617aa02c3b4a84f3204561e2,Financial manager,1,0,0,0,0,0,,1-5 staff,6-10 volunteers,"$125,000 to under $2 million",Sport and recreation,,We work only in Aotearoa New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,"We have had, or expect to have, a large reduction in revenue (decline of 20% to 49%)","$300,000 ","$300,000.00 ",,,We have had to make small cuts to our services because of COVID-19,"We have some reserves that mean cuts for this year will be small, but we will be impacted in the next 2 years",We have not made any changes to how we deliver services,,We have sufficient funds to maintain staff and activity for six to 12 months,1,0,1,1,1,0,0,1,,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,,"Ensuring we have the funding available to complete major projects in the next 2-3 years. If we can't maintain our asset, it will snowball into a major issue in years to come",,,,,,Not applicable,,,,,,,,,,"Nothing has changed as yet, but the decision making process has become more involved to ensure that the management board and the funding board are working to common priorities",,,,,,,Not applicable,,No,6 Very confident,,,,,,Grant writing,,,,,,,,Collaboration between organisations,,Sector-wide leadership to provide voice and influence,Strengthening financial and management knowledge and skills in the sector,Strengthening governance knowledge and skills in the sector,,,,"Focus on the controllables, and break it down into bite-sized pieces",We appreciate the ongoing support of our funders,Yes,"Yes, I am willing to be surveyed again","Yes, I am willing to be interviewed","Yes, I would like to see the survey results",
